id,type,public,created_at,actor_id,actor_login,repo_id,repo_name,org_id,org_login,payload_ref,payload_ref_type,payload_pusher_type,payload_push_id,payload_size,payload_distinct_size,payload_commits,payload_action,payload_pr_number,payload_forkee_full_name,payload_changes,payload_review_state,payload_review_author_association,payload_member_id,payload_member_login,payload_member_type,payload_member_site_admin
19178958312,CreateEvent,true,2021-12-04 03:29:20.000000 UTC,9917,jpeach,370223521,jpeach/kuma,,,"""feat/gateway-route-timeout""","""branch""","""user""",,,,,,,,,,,,,,
19178837583,PushEvent,true,2021-12-04 03:01:56.000000 UTC,16496863,WuJiayiSH,337248742,WuJiayiSH/cocos2d-x,,,"""refs/heads/v3-emscripten-dev""",,,8538122403,2,2,"[{""sha"":""936da7ade7afec55f427f599600368989361d252"",""author"":{""email"":""81590a360181401bb358f0145b09f51eb7175ad6@msn.com"",""name"":""WuJiayiSH""},""message"":""In menubar, added open, new Scene, new Layer, save and save as, removed unused build targets"",""distinct"":true,""url"":""https://api.github.com/repos/WuJiayiSH/cocos2d-x/commits/936da7ade7afec55f427f599600368989361d252""},{""sha"":""b75cf1c37e762917bc3120493d50b1d40a5a6377"",""author"":{""email"":""81590a360181401bb358f0145b09f51eb7175ad6@msn.com"",""name"":""WuJiayiSH""},""message"":""Removed problematic Component, added onLoad sockets"",""distinct"":true,""url"":""https://api.github.com/repos/WuJiayiSH/cocos2d-x/commits/b75cf1c37e762917bc3120493d50b1d40a5a6377""}]",,,,,,,,,,
19179026078,PushEvent,true,2021-12-04 03:45:20.000000 UTC,34463620,10088,375980416,10088/dubbo,,,"""refs/heads/master""",,,8538248134,12,12,"[{""sha"":""c43f29a23a41cd4691a3b5ab26c32f067516ec0d"",""author"":{""email"":""bbabf03ee0d7702e3da35298bd27899c57dc84be@gmail.com"",""name"":""Albumen Kevin""},""message"":""[2.7] update xstream version (#9103)\n\n* [2.7] update xstream version\r\n\r\n* update pom"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/c43f29a23a41cd4691a3b5ab26c32f067516ec0d""},{""sha"":""990c08244a8a4e03c634760acabf17cf173d3f55"",""author"":{""email"":""c3ee052b6ab7be3c31be82ee641dda519078ac4b@sina.com"",""name"":""zrlw""},""message"":""[master] fix Corrupted STDOUT issue of maven-surefire-plugin (#9090)\n\n* fix Corrupted STDOUT issue of maven-surefire-plugin\r\n\r\n* keep failsafe version same with surefire\r\n\r\n* recover maven_deploy_version"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/990c08244a8a4e03c634760acabf17cf173d3f55""},{""sha"":""f05d0863af8f26490597d2cb670a90faedc3fc64"",""author"":{""email"":""1d78653cbfb530368636929b5d392bee6ccfb504@126.com"",""name"":""Steve Rao""},""message"":""Modified the warm-up function from y=x to y=x^2 and make the warm-up process smoother (#9104)"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/f05d0863af8f26490597d2cb670a90faedc3fc64""},{""sha"":""ef2de54e296c8fd14ecc07c150b3d5e5a233da4b"",""author"":{""email"":""c3ee052b6ab7be3c31be82ee641dda519078ac4b@sina.com"",""name"":""zrlw""},""message"":""update jetcd to be compatible with maven-surefire-plugin (#9107)"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/ef2de54e296c8fd14ecc07c150b3d5e5a233da4b""},{""sha"":""beb97e4f92426afccdbbc774db36f0dbe7f9011b"",""author"":{""email"":""c3ee052b6ab7be3c31be82ee641dda519078ac4b@sina.com"",""name"":""zrlw""},""message"":""change getRegistries return type to HashSet for unique (#9016)"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/beb97e4f92426afccdbbc774db36f0dbe7f9011b""},{""sha"":""3b6d8b87cac0fd5b732029598d03e03649aadd6c"",""author"":{""email"":""62b7ad5fc5214c45d313d41edb18e76d7b2098a9@users.noreply.github.com"",""name"":""guilin""},""message"":""fix potential NPE in URLBuilder.java (#9060)\n\nfixes #8196"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/3b6d8b87cac0fd5b732029598d03e03649aadd6c""},{""sha"":""d52dd47682a19b7d644c5be1a9b17e0a16f621e5"",""author"":{""email"":""797b11b27820feac74f983f7807e06052f220378@qq.com"",""name"":""Wang Chengming""},""message"":""issue #8325, use the provider side parameters (#9147)\n\nfixes #8325"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/d52dd47682a19b7d644c5be1a9b17e0a16f621e5""},{""sha"":""5dcf5754390bcb9a74e6c9be20b7bd7d63cb28c1"",""author"":{""email"":""75ad1a2a48ff27298a4810736a567eb87d8d7c38@gmail.com"",""name"":""Guy Korland""},""message"":""upgrade to jedis 3.7.0 (#9178)"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/5dcf5754390bcb9a74e6c9be20b7bd7d63cb28c1""},{""sha"":""44ae0016b2171a83397d101551cca1a3c24f8da9"",""author"":{""email"":""b5abb866a4bb762096f405f65c36b5b173a61c4b@qq.com"",""name"":""haoyann""},""message"":""[Master]Fix netty ssl file leak (#9197)\n\n* fix netty ssl file leak\r\n\r\n* remove useless code"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/44ae0016b2171a83397d101551cca1a3c24f8da9""},{""sha"":""ae6c6a9a9ab1aa0b3d911243097a12ed4d00009d"",""author"":{""email"":""b5abb866a4bb762096f405f65c36b5b173a61c4b@qq.com"",""name"":""haoyann""},""message"":""Fix netty server ssl context file leak (#9246)"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/ae6c6a9a9ab1aa0b3d911243097a12ed4d00009d""},{""sha"":""e05494dea846bfea60727b1e5135efed2ffbf6b1"",""author"":{""email"":""c3ee052b6ab7be3c31be82ee641dda519078ac4b@sina.com"",""name"":""zrlw""},""message"":""[master] revert AbstractConfiguratorListener#genConfiguratorsFromRawRule (#9249)\n\n* ignore event content parse failure\r\n\r\n* support single ip\r\n\r\n* revert genConfiguratorsFromRawRule"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/e05494dea846bfea60727b1e5135efed2ffbf6b1""},{""sha"":""ebe225a32dcf04f1769a5b41f56aaa06bbce3570"",""author"":{""email"":""7020a8a924ce11e758ef17f95903653179b4a629@users.noreply.github.com"",""name"":""stone 98""},""message"":""[2.7] Fix issue where dead connections would not be reconnected. (#9327)"",""distinct"":true,""url"":""https://api.github.com/repos/10088/dubbo/commits/ebe225a32dcf04f1769a5b41f56aaa06bbce3570""}]",,,,,,,,,,
19179003103,PullRequestEvent,true,2021-12-04 03:39:22.000000 UTC,39814207,pull[bot],418881254,TheRakeshPurohit/tensorflow,,,,,,,,,,"""opened""",168,,,,,,,,
19179005377,PushEvent,true,2021-12-04 03:39:55.000000 UTC,39814207,pull[bot],418881254,TheRakeshPurohit/tensorflow,,,"""refs/heads/master""",,,8538234374,13,13,"[{""sha"":""a844366fa89373a29590f38f0a0a15e9aff1694b"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Added fix for Mali G710 matching to G71 in gpu_info.\n\nPiperOrigin-RevId: 414020574\nChange-Id: Ib1ff48a2639462ccfbc27801daf3b3bf1fe2c5e9"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/a844366fa89373a29590f38f0a0a15e9aff1694b""},{""sha"":""fb6737d3f8d6a65a76cb56f396e225171faf5428"",""author"":{""email"":""f579da0536377dfe7b0b2da46e481821190fea0d@google.com"",""name"":""Haitang Hu""},""message"":""Disable distributed_variable_test on tpu V2.\n\nPiperOrigin-RevId: 414022079\nChange-Id: If3902a3db9770c94118b11441b8312ecc0fd6624"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/fb6737d3f8d6a65a76cb56f396e225171faf5428""},{""sha"":""a11e17cf25f6b499362fb36f3f2e5fdf2b7c5b6a"",""author"":{""email"":""a06419f1d29903870f8bf4863dbb6b72d69bfd5a@google.com"",""name"":""Saurabh Saxena""},""message"":""Enable input_lib_test for eager op wrapping.\nRequires forcing _Arg and _Retval nodes on device when wrapping IteratorGetNext so that the behavior of iterators with prefetch_to_device matches that of eager mode.\n\nPiperOrigin-RevId: 414025558\nChange-Id: I6075b6a9ed0114de046c1e61378cdc5f52527e63"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/a11e17cf25f6b499362fb36f3f2e5fdf2b7c5b6a""},{""sha"":""25aeed705b0a884144ea4fd8a89fa02d09f2b2b7"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Look at argument / retval sharding before using a default.\n\nWhenever possible, we want to propagate the sharding explicitly set through\ne.g. an XlaSharding op. The default should only apply if that was unsuccessful.\n\nPiperOrigin-RevId: 414029857\nChange-Id: Ie4dc72d8592092b343eef77ed5b8d0b1c4c979ca"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/25aeed705b0a884144ea4fd8a89fa02d09f2b2b7""},{""sha"":""2c2261a149fbb1b2c1acc25310af96009080bd82"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Go: Update generated wrapper functions for TensorFlow ops.\n\nPiperOrigin-RevId: 414035921\nChange-Id: Ic699bf128e822ebc312666d8756e482ec5e2a574"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/2c2261a149fbb1b2c1acc25310af96009080bd82""},{""sha"":""02ea4be9cfaff8e402b29e769145b5cd4bbf0710"",""author"":{""email"":""02bd3f004a63c78990e4cfa97922eaaaa6d78ea5@google.com"",""name"":""Dan Moldovan""},""message"":""Actually add an empty shape to the attribute (it's a repeated field, not an optional one).\n\nPiperOrigin-RevId: 414039223\nChange-Id: Ib78d3bc52ee924653b6376ab6e181cbddac22eae"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/02ea4be9cfaff8e402b29e769145b5cd4bbf0710""},{""sha"":""0d04c0115067382007562a52805e8c35c4ae5330"",""author"":{""email"":""7da1985d121fd79537822bb42be62798d2d2aa23@google.com"",""name"":""Prakalp Srivastava""},""message"":""Add called_computations attribute on mhlo::CustomCallOp.\n\nAdds import/export support for this attribute. This corresponds to the called_computations attribute in HLO custom-call.\n\nPiperOrigin-RevId: 414046596\nChange-Id: I6a12c26e0bc5fb168b8cd58543e6db4c80842926"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/0d04c0115067382007562a52805e8c35c4ae5330""},{""sha"":""cd0a710c80da20b4a6dc99466496cc8799d68779"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Support M1 simulator\n\nPiperOrigin-RevId: 414046652\nChange-Id: Ia930a32ff118a9ec48680f7f0b0402bb635a141f"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/cd0a710c80da20b4a6dc99466496cc8799d68779""},{""sha"":""95c48db7280faeede113116d6e17e94b21722bc5"",""author"":{""email"":""8e269ab859de84ffd69b56346bf76b0e8ce1bd3b@google.com"",""name"":""Sagun Bajra""},""message"":""Clear the global rendezvous as part of executor cleanup.\n\nPiperOrigin-RevId: 414047694\nChange-Id: Id2988d2fcca588f82302d4fe53d909097b503f71"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/95c48db7280faeede113116d6e17e94b21722bc5""},{""sha"":""33b1a18daa468996a530d078d3a8c75051d5f9fd"",""author"":{""email"":""2df560f87cba785bae78536bb6567a32ee2f9ce7@google.com"",""name"":""Chuanhao Zhuge""},""message"":""Reduce the mutex scope for RegisterCall.\n\nThis mitigates a lock contention issue exposed when testing some internal workloads.\n\nPiperOrigin-RevId: 414047727\nChange-Id: I5cffce9f5738634558e257a3dbec5cc2dcdb4597"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/33b1a18daa468996a530d078d3a8c75051d5f9fd""},{""sha"":""ba9f0de8805a00f98f8bb65b89a63dd3822fcd4c"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Rollback of Implements `//tensorflow:libtensorflow_framework.so` using `cc_shared_library`. `dynamic_deps` is not used. Passing dynamic dependencies through `dynamic_deps` will be implemented in a separate change.\nAdds a workaround for using `cc_shared_library` generated DSOs with `java_test` rule.\n\nPiperOrigin-RevId: 414053422\nChange-Id: I8bbb9c17de9435190ceb74245957a4c7f5a5be63"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/ba9f0de8805a00f98f8bb65b89a63dd3822fcd4c""},{""sha"":""d024ad301643585243eea734935634722a01a331"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Disable Test for Python 3.10 (tensorflow/python/util:nest_test)\n\nPiperOrigin-RevId: 414070768\nChange-Id: I4f19635852581819c10be5a58b694fd666b3d4af"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/d024ad301643585243eea734935634722a01a331""},{""sha"":""871b9215ac2ab59ac4d2f80fd788996fef24a9b7"",""author"":{""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org"",""name"":""A. Unique TensorFlower""},""message"":""Disable Test for Python 3.10 (tensorflow/python/framework:error_interpolation_test)\n\nPiperOrigin-RevId: 414071193\nChange-Id: Ie4610c7f748ab8a33713d82575aa925a35ead527"",""distinct"":true,""url"":""https://api.github.com/repos/TheRakeshPurohit/tensorflow/commits/871b9215ac2ab59ac4d2f80fd788996fef24a9b7""}]",,,,,,,,,,
19179005422,PullRequestEvent,true,2021-12-04 03:39:56.000000 UTC,39814207,pull[bot],418881254,TheRakeshPurohit/tensorflow,,,,,,,,,,"""closed""",168,,,,,,,,
19178864683,PullRequestEvent,true,2021-12-04 03:07:34.000000 UTC,49699333,dependabot[bot],405128568,mintak21/terraform,,,,,,,,,,"""opened""",43,,,,,,,,
19178864684,CreateEvent,true,2021-12-04 03:07:34.000000 UTC,49699333,dependabot[bot],405128568,mintak21/terraform,,,"""dependabot/github_actions/main/bridgecrewio/checkov-action-12.1073.0""","""branch""","""user""",,,,,,,,,,,,,,
19178864811,IssueCommentEvent,true,2021-12-04 03:07:36.000000 UTC,49699333,dependabot[bot],405128568,mintak21/terraform,,,,,,,,,,"""created""",,,,,,,,,
19178864870,PullRequestEvent,true,2021-12-04 03:07:36.000000 UTC,49699333,dependabot[bot],405128568,mintak21/terraform,,,,,,,,,,"""closed""",41,,,,,,,,
