id,type,public,created_at,actor_id,actor_login,repo_id,repo_name,payload_ref,payload_ref_type,payload_pusher_type,payload_push_id,payload_size,payload_distinct_size,payload_commits,payload_action,payload_pr_number,payload_forkee_full_name,payload_changes,payload_review_state,payload_review_author_association,payload_member_id,payload_member_login,payload_member_type,payload_member_site_admin
16528581658,PushEvent,true,2021-05-27 00:45:11.000000 UTC,18096538,hadley0828,369095013,hadley0828/dubbo,"""refs/heads/add_test_cases_for_metricsConfig""",,,7202577953,1,1,"[{""sha"":""9a2d1850087d968a8bfe414f8e0141a0359014ce"",""author"":{""name"":""zhenyu zhang"",""email"":""2cfd44574449a4bdbeac3b66c988b6169c39ad2f@gmail.com""},""message"":""add ASF license header for MetricConfigTest"",""distinct"":true,""url"":""https://api.github.com/repos/hadley0828/dubbo/commits/9a2d1850087d968a8bfe414f8e0141a0359014ce""}]",,,,,,,,,,
16528340285,PullRequestEvent,true,2021-05-27 00:12:42.000000 UTC,19733683,snyk-bot,322474898,1535465301/tensorflow,,,,,,,,"""opened""",24,,,,,,,,
16528458922,PullRequestEvent,true,2021-05-27 00:28:49.000000 UTC,39814207,pull[bot],283146831,r4b3rt/react,,,,,,,,"""closed""",369,,,,,,,,
16528445936,PullRequestEvent,true,2021-05-27 00:26:59.000000 UTC,39814207,pull[bot],283146831,r4b3rt/react,,,,,,,,"""opened""",369,,,,,,,,
16528337298,PullRequestEvent,true,2021-05-27 00:12:19.000000 UTC,39814207,pull[bot],82160236,waterdrops/tensorflow,,,,,,,,"""closed""",269,,,,,,,,
16528680877,PushEvent,true,2021-05-27 00:57:00.000000 UTC,39814207,pull[bot],159132812,mark0725/tensorflow,"""refs/heads/master""",,,7202625579,36,36,"[{""sha"":""28035951e606b81710352a749b00fafa916d744b"",""author"":{""name"":""Kevin Cheng"",""email"":""5e8088c0152dac7c33bfc7f63d675b9c49c0d301@arm.com""},""message"":""Replace TOSA ReluN with Clamp\n\nSigned-off-by: Kevin Cheng <kevin.cheng@arm.com>\nChange-Id: I6e319858f3950e0bf9da28e2e170f85314c36fcc"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/28035951e606b81710352a749b00fafa916d744b""},{""sha"":""f99b6c4dda847fd223ba9fa67d164be692b16227"",""author"":{""name"":""Kevin Cheng"",""email"":""5e8088c0152dac7c33bfc7f63d675b9c49c0d301@arm.com""},""message"":""Address PR feedback from Rob.\n\nChange-Id: If620231251eef6ddd65c072a0d10f491a6fac350"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/f99b6c4dda847fd223ba9fa67d164be692b16227""},{""sha"":""0a44591e87500c001a53dbb8157d99230ad90afb"",""author"":{""name"":""Peter Hawkins"",""email"":""34b19541630131950b5f204f2c5f2c647a3a7475@google.com""},""message"":""[JAX] Add a .client method to tpu_driver Device objects.\n\nThis allows us to reliably find the Client object corresponding to a Device object in JAX on all platforms. The local clients already have this property on their Device objects.\n\nPiperOrigin-RevId: 375995124\nChange-Id: Id008475957ab12d1e54250c494a069a0217fcf82"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/0a44591e87500c001a53dbb8157d99230ad90afb""},{""sha"":""798ed05b86326bcee78cec987fcc4675876f1d00"",""author"":{""name"":""Robert Neale"",""email"":""1053e3afd94374e1aebb97ff1fd713ac37b3f5ca@google.com""},""message"":""Add to BUILD the export of AttrValue to allow compilation on Windows for TF_Text.\n\nPiperOrigin-RevId: 375995307\nChange-Id: I6875f1bb21393af6d7abf3d03fd031765d9d516f"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/798ed05b86326bcee78cec987fcc4675876f1d00""},{""sha"":""986bef9f6a3c0b4b799174914c69a6633fe1c9db"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Update TFRT dependency to use revision\nhttp://github.com/tensorflow/runtime/commit/e7304b04ec26147e622fc580fa628a879631a5fd.\n\nPiperOrigin-RevId: 375997030\nChange-Id: I938e8aabc96ae138ec6b09f6f0821a68d4cff801"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/986bef9f6a3c0b4b799174914c69a6633fe1c9db""},{""sha"":""67c19451cedcc0774154a386da21f6c42ebbe73f"",""author"":{""name"":""Jun Xu"",""email"":""a3d0c1c6119cadb54ed6514d3839d9f309abb1a5@google.com""},""message"":""Add TPU tests for tf.config.experimental.get_memory_info.\n\nPiperOrigin-RevId: 375997154\nChange-Id: If6a3819b0d8f23088c98995678c51c06507893c9"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/67c19451cedcc0774154a386da21f6c42ebbe73f""},{""sha"":""b1f34370dabf093ff9d7850450d5aa518d66d8a9"",""author"":{""name"":""Peter Hawkins"",""email"":""34b19541630131950b5f204f2c5f2c647a3a7475@google.com""},""message"":""[XLA:Python] Expose make_..._client methods from xla_client.\n\nChange in preparation for removing the backend cache from xla_client in lieu of the cache in JAX. Instead, xla_client will just expose factory methods.\n\nPiperOrigin-RevId: 375997943\nChange-Id: I7408c3985d5764a11fb2bd59499538b41fe65598"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/b1f34370dabf093ff9d7850450d5aa518d66d8a9""},{""sha"":""541b1259eb9fe3bae619cbe2e51df6f86ecc9391"",""author"":{""name"":""Robert Suderman"",""email"":""9470f930a50588e234b4eac56c2b4e9bd1cb270c@google.com""},""message"":""Remove linalg.indexed_generic from mhlo lowerings to linalg\n\nIndexedGeneric is going away. Transition to using linalg.Index instead.\n\nPiperOrigin-RevId: 376002501\nChange-Id: I5b23f15e179abc51178fc16d9151f6d634d5cb41"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/541b1259eb9fe3bae619cbe2e51df6f86ecc9391""},{""sha"":""46d3005f6ab828a6d60ed6bae8e8e27c7765c46b"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Slightly refactor tridiagonal solver classes in XLA to make it easier to extend with new algorithms and share the format conversion code.\n\nPiperOrigin-RevId: 376005316\nChange-Id: I40cd8557ac3e5145e55b3fd55521110bcb8c3d2a"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/46d3005f6ab828a6d60ed6bae8e8e27c7765c46b""},{""sha"":""6b8dc4e43d9cf4475843a8b703b307d2fd185579"",""author"":{""name"":""Mehdi Amini"",""email"":""808100943be7b7010123d78912f654820a5ee1c1@google.com""},""message"":""Allow tuple as results of mhlo.custom_call op (NFC)\n\nPiperOrigin-RevId: 376009518\nChange-Id: I43be2edc78c98077521b3b1c657b5050f24e2ba4"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/6b8dc4e43d9cf4475843a8b703b307d2fd185579""},{""sha"":""1556ad59de8e4172e8758dcfd83a75d060099465"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Integrate LLVM at llvm/llvm-project@c5c1ec7945ff\n\nUpdates LLVM usage to match\n[c5c1ec7945ff](https://github.com/llvm/llvm-project/commit/c5c1ec7945ff)\n\nPiperOrigin-RevId: 376014620\nChange-Id: I4d59279f66c7e6a8d880155d73cd010670b95218"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/1556ad59de8e4172e8758dcfd83a75d060099465""},{""sha"":""c389823f6577eadbe39605b3a176b96d06b5851e"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Op documentation update.\n\tupdate of g3doc/includes/tf_passes.md\n\tupdate of g3doc/hlo_ops.md\n\nPiperOrigin-RevId: 376015573\nChange-Id: Ic3d740e619a641cbc7139d44c22fdbe56a3e8302"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/c389823f6577eadbe39605b3a176b96d06b5851e""},{""sha"":""2d1b5bafbf2aba1b4fe13e4e08558666a7c35587"",""author"":{""name"":""Michael Delorimier"",""email"":""d8d5bd95cae294bd6175c0da9d2fc8d8261106ff@google.com""},""message"":""Increased visibility of is_mlir_bridge_test_{true, false}. This now includes the visibility used by the target `xla_test`, since uses of is_mlir_bridge_test_{true, false} use `xla_test`.\n\nPiperOrigin-RevId: 376018381\nChange-Id: I33f8ad6123db942a1b86c680751513de69744a2a"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/2d1b5bafbf2aba1b4fe13e4e08558666a7c35587""},{""sha"":""052080b63241bfd9b8d5387b2c8e95629b91dff5"",""author"":{""name"":""Advait Jain"",""email"":""381329857d3dce0cdb28ee10c109de30b1dd6745@google.com""},""message"":""Make OSS errors match the internal errors.\n\nBug: http://b/161002902"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/052080b63241bfd9b8d5387b2c8e95629b91dff5""},{""sha"":""a2398e665f62a49512123bf159ef8e29a810c6a8"",""author"":{""name"":""Matt Watson"",""email"":""1a665c2a0e9d672d25454bd51a7db62c9997cd45@google.com""},""message"":""Lookup layers error out on OOV inputs when num_oov_indices=0\n\nRather than silently dropping out of vocab terms (bagged output), or mapping to -1 (int output),\nan error is more likely in line with users expectations when setting num_oov_indices=0.\n\nPiperOrigin-RevId: 376022116\nChange-Id: I6a50a7d13bd51a400e3f3c9ddf0c1150ce9d7b4d"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/a2398e665f62a49512123bf159ef8e29a810c6a8""},{""sha"":""0e2851dbd8adc75115bc4f5add4425e8e8f83623"",""author"":{""name"":""Michael Delorimier"",""email"":""d8d5bd95cae294bd6175c0da9d2fc8d8261106ff@google.com""},""message"":""[NFC] Style cleanup for prefer_tf2xla code in legalize_tf_with_tf2xla. This includes making the sets' definition in IsOpAllowedTf2XlaFallback and IsOpAllowedTf2XlaPreferred consistent. These sets are thread safe.\n\nPiperOrigin-RevId: 376023696\nChange-Id: Ifd07b28d9fab918566db030e0a4e16232dfbb25d"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/0e2851dbd8adc75115bc4f5add4425e8e8f83623""},{""sha"":""70ff54b31879c4a89424ac549a73ca04865e089e"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Update TFRT dependency to use revision\nhttp://github.com/tensorflow/runtime/commit/9ee8612321ef52cd61dca91153812fe2920218e2.\n\nPiperOrigin-RevId: 376027185\nChange-Id: I46d00f9d19c3c0d26510eebca33a48bae4252388"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/70ff54b31879c4a89424ac549a73ca04865e089e""},{""sha"":""ce2319efaf18e09e76856140f3a1a87a0ac57ba0"",""author"":{""name"":""Jared Duke"",""email"":""ea37426a46b29e75a9167ee55a7a94e3477621b0@google.com""},""message"":""[tf.lite] Remove deprecated Java Interpreter methods\n\nThis includes:\n  * Interpreter.modifyGraphWithDelegate - Use Interpreter.Options.addDelegate\n  * Interpeter.setNumThreads - Use Interpreter.Options.setNumThreads\n  * Interpreter(..., int numThreads) - Use Interpreter.Options.setNumThreads\n\nPiperOrigin-RevId: 376036500\nChange-Id: Id9223a165093c1f3edf2e98866ac87ed35f608b6"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/ce2319efaf18e09e76856140f3a1a87a0ac57ba0""},{""sha"":""9245e4d5b5d4140be08bbee1551b0f99b48b3ee1"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Allows ModelWriter to take subgraphs as input to the constructor.\n\nPiperOrigin-RevId: 376036589\nChange-Id: Ie5991cde2b2ba235517669626dd9b9cc42438758"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/9245e4d5b5d4140be08bbee1551b0f99b48b3ee1""},{""sha"":""aa5cdb609d44daf5cbcd39e174d750e10251b542"",""author"":{""name"":""Saurabh Saxena"",""email"":""a06419f1d29903870f8bf4863dbb6b72d69bfd5a@google.com""},""message"":""Add AbstractOpAttrs::GetTypeList.\nFix minor template type mismatch bug in AbstractOpAttrs::GetType.\n\nPiperOrigin-RevId: 376039833\nChange-Id: I290f0d1840221a8db206022eaa43e1a3dd57694e"",""distinct"":true,""url"":""https://api.github.com/repos/mark0725/tensorflow/commits/aa5cdb609d44daf5cbcd39e174d750e10251b542""}]",,,,,,,,,,
16528662022,PullRequestEvent,true,2021-05-27 00:54:50.000000 UTC,39814207,pull[bot],159132812,mark0725/tensorflow,,,,,,,,"""opened""",8385,,,,,,,,
16528463629,PullRequestEvent,true,2021-05-27 00:29:31.000000 UTC,39814207,pull[bot],130050312,Rachelmorrell/tensorflow,,,,,,,,"""closed""",5460,,,,,,,,
16528463626,PushEvent,true,2021-05-27 00:29:31.000000 UTC,39814207,pull[bot],130050312,Rachelmorrell/tensorflow,"""refs/heads/master""",,,7202520005,34,34,"[{""sha"":""28035951e606b81710352a749b00fafa916d744b"",""author"":{""name"":""Kevin Cheng"",""email"":""5e8088c0152dac7c33bfc7f63d675b9c49c0d301@arm.com""},""message"":""Replace TOSA ReluN with Clamp\n\nSigned-off-by: Kevin Cheng <kevin.cheng@arm.com>\nChange-Id: I6e319858f3950e0bf9da28e2e170f85314c36fcc"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/28035951e606b81710352a749b00fafa916d744b""},{""sha"":""f99b6c4dda847fd223ba9fa67d164be692b16227"",""author"":{""name"":""Kevin Cheng"",""email"":""5e8088c0152dac7c33bfc7f63d675b9c49c0d301@arm.com""},""message"":""Address PR feedback from Rob.\n\nChange-Id: If620231251eef6ddd65c072a0d10f491a6fac350"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/f99b6c4dda847fd223ba9fa67d164be692b16227""},{""sha"":""16cc7572abb5ffae00b5322d4cb33262801a0e4c"",""author"":{""name"":""Roman Dzhabarov"",""email"":""79cb2cd851e8ac09176e6cad897c2c40e03260f0@google.com""},""message"":""[mlir] Analyze the MLIR module for dynamic shapes prior running legalizations in the second phase.\n\nIn case MLIR bridge is not explicitly enabled, let the pass pipeline fail if there are dynamic shapes present so that the processing can be fallback to the old bridge.\n\nPiperOrigin-RevId: 375989945\nChange-Id: I051166d71c707211f092ac97d32e14553a413ee6"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/16cc7572abb5ffae00b5322d4cb33262801a0e4c""},{""sha"":""0a44591e87500c001a53dbb8157d99230ad90afb"",""author"":{""name"":""Peter Hawkins"",""email"":""34b19541630131950b5f204f2c5f2c647a3a7475@google.com""},""message"":""[JAX] Add a .client method to tpu_driver Device objects.\n\nThis allows us to reliably find the Client object corresponding to a Device object in JAX on all platforms. The local clients already have this property on their Device objects.\n\nPiperOrigin-RevId: 375995124\nChange-Id: Id008475957ab12d1e54250c494a069a0217fcf82"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/0a44591e87500c001a53dbb8157d99230ad90afb""},{""sha"":""798ed05b86326bcee78cec987fcc4675876f1d00"",""author"":{""name"":""Robert Neale"",""email"":""1053e3afd94374e1aebb97ff1fd713ac37b3f5ca@google.com""},""message"":""Add to BUILD the export of AttrValue to allow compilation on Windows for TF_Text.\n\nPiperOrigin-RevId: 375995307\nChange-Id: I6875f1bb21393af6d7abf3d03fd031765d9d516f"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/798ed05b86326bcee78cec987fcc4675876f1d00""},{""sha"":""986bef9f6a3c0b4b799174914c69a6633fe1c9db"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Update TFRT dependency to use revision\nhttp://github.com/tensorflow/runtime/commit/e7304b04ec26147e622fc580fa628a879631a5fd.\n\nPiperOrigin-RevId: 375997030\nChange-Id: I938e8aabc96ae138ec6b09f6f0821a68d4cff801"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/986bef9f6a3c0b4b799174914c69a6633fe1c9db""},{""sha"":""67c19451cedcc0774154a386da21f6c42ebbe73f"",""author"":{""name"":""Jun Xu"",""email"":""a3d0c1c6119cadb54ed6514d3839d9f309abb1a5@google.com""},""message"":""Add TPU tests for tf.config.experimental.get_memory_info.\n\nPiperOrigin-RevId: 375997154\nChange-Id: If6a3819b0d8f23088c98995678c51c06507893c9"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/67c19451cedcc0774154a386da21f6c42ebbe73f""},{""sha"":""b1f34370dabf093ff9d7850450d5aa518d66d8a9"",""author"":{""name"":""Peter Hawkins"",""email"":""34b19541630131950b5f204f2c5f2c647a3a7475@google.com""},""message"":""[XLA:Python] Expose make_..._client methods from xla_client.\n\nChange in preparation for removing the backend cache from xla_client in lieu of the cache in JAX. Instead, xla_client will just expose factory methods.\n\nPiperOrigin-RevId: 375997943\nChange-Id: I7408c3985d5764a11fb2bd59499538b41fe65598"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/b1f34370dabf093ff9d7850450d5aa518d66d8a9""},{""sha"":""541b1259eb9fe3bae619cbe2e51df6f86ecc9391"",""author"":{""name"":""Robert Suderman"",""email"":""9470f930a50588e234b4eac56c2b4e9bd1cb270c@google.com""},""message"":""Remove linalg.indexed_generic from mhlo lowerings to linalg\n\nIndexedGeneric is going away. Transition to using linalg.Index instead.\n\nPiperOrigin-RevId: 376002501\nChange-Id: I5b23f15e179abc51178fc16d9151f6d634d5cb41"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/541b1259eb9fe3bae619cbe2e51df6f86ecc9391""},{""sha"":""46d3005f6ab828a6d60ed6bae8e8e27c7765c46b"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Slightly refactor tridiagonal solver classes in XLA to make it easier to extend with new algorithms and share the format conversion code.\n\nPiperOrigin-RevId: 376005316\nChange-Id: I40cd8557ac3e5145e55b3fd55521110bcb8c3d2a"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/46d3005f6ab828a6d60ed6bae8e8e27c7765c46b""},{""sha"":""6b8dc4e43d9cf4475843a8b703b307d2fd185579"",""author"":{""name"":""Mehdi Amini"",""email"":""808100943be7b7010123d78912f654820a5ee1c1@google.com""},""message"":""Allow tuple as results of mhlo.custom_call op (NFC)\n\nPiperOrigin-RevId: 376009518\nChange-Id: I43be2edc78c98077521b3b1c657b5050f24e2ba4"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/6b8dc4e43d9cf4475843a8b703b307d2fd185579""},{""sha"":""1556ad59de8e4172e8758dcfd83a75d060099465"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Integrate LLVM at llvm/llvm-project@c5c1ec7945ff\n\nUpdates LLVM usage to match\n[c5c1ec7945ff](https://github.com/llvm/llvm-project/commit/c5c1ec7945ff)\n\nPiperOrigin-RevId: 376014620\nChange-Id: I4d59279f66c7e6a8d880155d73cd010670b95218"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/1556ad59de8e4172e8758dcfd83a75d060099465""},{""sha"":""c389823f6577eadbe39605b3a176b96d06b5851e"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Op documentation update.\n\tupdate of g3doc/includes/tf_passes.md\n\tupdate of g3doc/hlo_ops.md\n\nPiperOrigin-RevId: 376015573\nChange-Id: Ic3d740e619a641cbc7139d44c22fdbe56a3e8302"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/c389823f6577eadbe39605b3a176b96d06b5851e""},{""sha"":""2d1b5bafbf2aba1b4fe13e4e08558666a7c35587"",""author"":{""name"":""Michael Delorimier"",""email"":""d8d5bd95cae294bd6175c0da9d2fc8d8261106ff@google.com""},""message"":""Increased visibility of is_mlir_bridge_test_{true, false}. This now includes the visibility used by the target `xla_test`, since uses of is_mlir_bridge_test_{true, false} use `xla_test`.\n\nPiperOrigin-RevId: 376018381\nChange-Id: I33f8ad6123db942a1b86c680751513de69744a2a"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/2d1b5bafbf2aba1b4fe13e4e08558666a7c35587""},{""sha"":""052080b63241bfd9b8d5387b2c8e95629b91dff5"",""author"":{""name"":""Advait Jain"",""email"":""381329857d3dce0cdb28ee10c109de30b1dd6745@google.com""},""message"":""Make OSS errors match the internal errors.\n\nBug: http://b/161002902"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/052080b63241bfd9b8d5387b2c8e95629b91dff5""},{""sha"":""a2398e665f62a49512123bf159ef8e29a810c6a8"",""author"":{""name"":""Matt Watson"",""email"":""1a665c2a0e9d672d25454bd51a7db62c9997cd45@google.com""},""message"":""Lookup layers error out on OOV inputs when num_oov_indices=0\n\nRather than silently dropping out of vocab terms (bagged output), or mapping to -1 (int output),\nan error is more likely in line with users expectations when setting num_oov_indices=0.\n\nPiperOrigin-RevId: 376022116\nChange-Id: I6a50a7d13bd51a400e3f3c9ddf0c1150ce9d7b4d"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/a2398e665f62a49512123bf159ef8e29a810c6a8""},{""sha"":""0e2851dbd8adc75115bc4f5add4425e8e8f83623"",""author"":{""name"":""Michael Delorimier"",""email"":""d8d5bd95cae294bd6175c0da9d2fc8d8261106ff@google.com""},""message"":""[NFC] Style cleanup for prefer_tf2xla code in legalize_tf_with_tf2xla. This includes making the sets' definition in IsOpAllowedTf2XlaFallback and IsOpAllowedTf2XlaPreferred consistent. These sets are thread safe.\n\nPiperOrigin-RevId: 376023696\nChange-Id: Ifd07b28d9fab918566db030e0a4e16232dfbb25d"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/0e2851dbd8adc75115bc4f5add4425e8e8f83623""},{""sha"":""70ff54b31879c4a89424ac549a73ca04865e089e"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Update TFRT dependency to use revision\nhttp://github.com/tensorflow/runtime/commit/9ee8612321ef52cd61dca91153812fe2920218e2.\n\nPiperOrigin-RevId: 376027185\nChange-Id: I46d00f9d19c3c0d26510eebca33a48bae4252388"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/70ff54b31879c4a89424ac549a73ca04865e089e""},{""sha"":""ce2319efaf18e09e76856140f3a1a87a0ac57ba0"",""author"":{""name"":""Jared Duke"",""email"":""ea37426a46b29e75a9167ee55a7a94e3477621b0@google.com""},""message"":""[tf.lite] Remove deprecated Java Interpreter methods\n\nThis includes:\n  * Interpreter.modifyGraphWithDelegate - Use Interpreter.Options.addDelegate\n  * Interpeter.setNumThreads - Use Interpreter.Options.setNumThreads\n  * Interpreter(..., int numThreads) - Use Interpreter.Options.setNumThreads\n\nPiperOrigin-RevId: 376036500\nChange-Id: Id9223a165093c1f3edf2e98866ac87ed35f608b6"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/ce2319efaf18e09e76856140f3a1a87a0ac57ba0""},{""sha"":""9245e4d5b5d4140be08bbee1551b0f99b48b3ee1"",""author"":{""name"":""A. Unique TensorFlower"",""email"":""746aced590a184ef4169166e753f7c211e32e5fc@tensorflow.org""},""message"":""Allows ModelWriter to take subgraphs as input to the constructor.\n\nPiperOrigin-RevId: 376036589\nChange-Id: Ie5991cde2b2ba235517669626dd9b9cc42438758"",""distinct"":true,""url"":""https://api.github.com/repos/Rachelmorrell/tensorflow/commits/9245e4d5b5d4140be08bbee1551b0f99b48b3ee1""}]",,,,,,,,,,
16528680972,PullRequestEvent,true,2021-05-27 00:57:01.000000 UTC,39814207,pull[bot],159132812,mark0725/tensorflow,,,,,,,,"""closed""",8385,,,,,,,,
